Source,Name,Race,Gender,Class,Health,Magicka,Stamina,Primary Skills,Faction(s),Essential,Aggression,Morality,Location,Smithing,Heavy Armor,Block,Two-Handed,One-Handed,Archery,Light Armor,Sneak,Lockpicking,Pickpocket,Speech,Alchemy,Illusion,Conjuration,Destruction,Restoration,Alteration,Enchanting
https://en.uesp.net/wiki/Skyrim:Harlaug,Harlaug,Nord,Male,Warrior,108,50,67,"One-handed, Block, Heavy Armor, Two-handed",BanditFriendFaction; Blood-Kin of the Orcs; CrimeFactionPale; Faction that is friends with all Creatures; Ferry System Vendors; Friends with PredatorFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Irine,Irine,Dark Elf,Female,Miner,,,,,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Rustleif,Rustleif,Nord,Male,Blacksmith,95,60,70,"Smithing, Speech, Block, One-handed",CrimeFactionPale; DawnstarRustleifsHouseFaction; Favor110QuestGiverFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Seren,Seren,Redguard,Female,Blacksmith,95,60,70,"One-handed, Smithing, Block, Speech",CrimeFactionPale; DawnstarRustleifsHouseFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,No,Unaggressive,No Crime,,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Silus_Vesuius,Silus Vesuius,Imperial,Male,Destruction Mage,50+(PC-1.3)×6.2,50+(PC-1.3)×5,50,"Destruction, Restoration, Alteration, Sneak",CrimeFactionPale; Prevents filling aliases in WIGreeting; Thieves Guild No Pickpocketing Faction,No,Aggressive,No Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Captain_Wayfinder,Captain Wayfinder,Nord,Male,Rogue,80,50,65,"One-handed, Two-handed",CrimeFactionPale; ShipsSeaSquallFaction,No,Unaggressive,No Crime,The Sea Squall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Guthrum,Guthrum,Nord,Male,Ranger,80,50,65,"Light Armor, Two-handed",CrimeFactionPale; ShipsSeaSquallFaction,No,Unaggressive,No Crime,The Sea Squall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Ravam_Verethi,Ravam Verethi,Dark Elf,Male,Rogue,80,50,65,"Destruction, Sneak",CrimeFactionPale; ShipsSeaSquallFaction,No,Unaggressive,No Crime,The Sea Squall,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Bulfrek,Bulfrek,Nord,Male,Citizen,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarWhiteHallFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,No,Unaggressive,No Crime,The White Hall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Frorkmar_Banner-Torn,Frorkmar Banner-Torn,Nord,Male,Soldier,50+(PC-4)×2,50,50+(PC-4)×1.8,"Archery, Block, One-handed, Two-handed",CWDialogueSoldierFaction; CWFieldCOFaction; CWSonsFactionNPC; CWSonsFieldCOVoiceTypeFaction; Faction for CW soldiers; Guard Faction; Sons of Skyrim; Stormcloaks,Yes,Aggressive,No Crime,"The White Hall,, Pale Stormcloak Camp",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Gregor,Gregor,Nord,Male,Warrior,205-671,50,80-214,"Heavy Armor, One-handed, Archery, Block",BYOHHousecarlFaction; BYOHHousecarlPaleCrimeFaction; CurrentFollowerFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction,No,Aggressive,Any Crime,The White Hall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Skald,Skald,Elder,Male,Warrior,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",CrimeFactionPale; Favor153QuestGiverFaction; Favor256QuestGiverFaction; JobJarlFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,Yes,Unaggressive,No Crime,,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16
https://en.uesp.net/wiki/Skyrim:Jod,Jod,Nord,Male,Warrior,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",CrimeFactionPale; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,Yes,Unaggressive,No Crime,The White Hall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Madena,Madena,Breton,Female,Destruction Mage,167,143,50,"Destruction, Restoration, Alteration, Conjuration, Sneak",CrimeFactionPale; DawnstarWhiteHallFaction; JobMerchantFaction; JobSpellFaction; ServicesDawnstarCourtWizard; TownDawnstarFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Abelone,Abelone,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionPale; DawnstarWindpeakInnFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Alding,Alding,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Aggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Erandur,Erandur,Dark Elf,Male,Priest,142-508,50,83-377,"Restoration, Speech, Alchemy, Conjuration, Smithing",DA16VaerminaDreamFaction; PotentialFollowerFaction,"Yes, until decision point in Waking Nightmare",Unaggressive,No Crime,"Windpeak Inn,, Nightcaller Temple",26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Gjuk,Gjuk,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Aggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Irlof,Irlof,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Aggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Karita_(bard),Karita,Nord,Female,Bard,89,72,64,Speech,BardSingerFaction; BardSingerNoAutostart; CrimeFactionPale; DawnstarWindpeakInnFaction; JobBardFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Stig_Salt-Plank,Stig Salt-Plank,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Unaggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Thoring,Thoring,Nord,Male,Food Vendor,91,67,67,"Speech, One-handed, Pickpocket, Two-handed",CrimeFactionPale; DawnstarWindpeakInnFaction; JobInnkeeperFaction; JobMerchantFaction; JobRentRoomFaction; Prevents filling aliases in WIGreeting; TownDawnstarFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Vereth,Vereth,High Elf,Male,Miner,,,,,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,No,Unaggressive,No Crime,Windpeak Inn,27,24,28,24,35,33,34,36,38,39,41,42,44,46,47,49,51,52
https://en.uesp.net/wiki/Skyrim:Borgny,Borgny,Nord,Male,Miner,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Edith,Edith,Nord,Female,Miner,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Fenrik,Fenrik,Nord,Male,Vigilant,50+(PC-1)×10,50+(PC-1)×1.7,50+(PC-1)×3.3,"Block, Heavy Armor, One-handed, Alteration, Restoration",WIPlayerEnemyFaction,No,Aggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Harald,Harald,Nord,Male,Miner,91,67,67,,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,No,Indeterminate,Indeterminate,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Lond,Lond,Nord,Male,Miner,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Indara_Caerellia,Indara Caerellia,Imperial,Female,Warrior,85,50,60,"Heavy Armor, One-handed, Restoration",CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Mathies,Mathies,Nord,Male,Farmer,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; FavorJobsGatherWheatFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Arcturus,Arcturus,Imperial,Male,Penitus Oculatus,50-283,50-123,50-124,"One-handed, Destruction, Heavy Armor",DBPenitusOculatusFaction; PenitusOculatusFaction,No,Aggressive,No Crime,Dark Brotherhood Sanctuary,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Arnbjorn,Arnbjorn,Nord,Male,Assassin,150+(PC-1)×8.3,50+(PC-1)×1.7,100+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,Yes,Aggressive,No Crime,Dark Brotherhood Sanctuary,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Astrid,Astrid,Nord,Female,Assassin,250+(PC-1)×8.3,50+(PC-1)×1.7,250+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,"Yes, from Sanctuary to Death Incarnate",Aggressive,No Crime,"Abandoned Shack, Dark Brotherhood Sanctuary",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Festus_Krex,Festus Krex,Elder,Male,Destruction Mage,100+(PC-1)×8.3,250+(PC-1)×6.7,50,"Destruction, Restoration, Alteration, Sneak",The Dark Brotherhood; FavorExcludedFaction,Yes,Aggressive,No Crime,Dark Brotherhood Sanctuary,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16
https://en.uesp.net/wiki/Skyrim:Gabriella,Gabriella,Dark Elf,Female,Assassin,150+(PC-1)×8.3,75+(PC-1)×1.7,50+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,Yes,Aggressive,No Crime,Dark Brotherhood Sanctuary,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Veezara,Veezara,Argonian,Male,Assassin,350+(PC-1)×8.3,50+(PC-1)×1.7,50+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,No,Aggressive,No Crime,Dark Brotherhood Sanctuary,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Delacourt,Delacourt,Breton,Male,Rogue,80,50,65,Conjuration,BardSingerFaction; CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; JobBardFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Narri,Narri,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; Server; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Valdr,Valdr,Nord,Male,Bandit Archer,50+(PC-1)×11,50,50+(PC-1)×4,"Archery, Light Armor, One-handed, Sneak",CrimeFactionFalkreath; TownFalkreathFaction; dunMossMotherValdrFaction,No,Aggressive,No Crime,Outside of Moss Mother Cavern,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Valga_Vinicia,Valga Vinicia,Imperial,Female,Food Vendor,75,60,60,Restoration,CrimeFactionFalkreath; Dead Mans Drink; FalkreathDeadMansDrinkFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Dengeir_of_Stuhn,Dengeir of Stuhn,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor018QuestGiverFaction; Favor258QuestGiverFaction; NPCs the Player cannot marry; Sons of Skyrim Government; TownFalkreathFaction,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Tekla,Tekla,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Sons of Skyrim Government; TownFalkreathFaction,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Thadgeir,Thadgeir,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor001QuestGiverFaction; Imperial Government; Sons of Skyrim Government; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Falkreath_Guard,Falkreath Guard,Nord,Male,Warrior,,,,,CrimeFactionFalkreath; Imperial Legion; NPC faction; Guard Faction; Dialogue Faction for Falkreath Hold Guards; GuardFaction,No,Indeterminate,Indeterminate,Falkreath,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Sinding,Sinding,Nord,Male,Warrior,50,50,50,,dunBloatedMan_SindingFaction,No,Unaggressive,No Crime,"Falkreath Jail, Bloated Man's Grotto",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Zaria,Zaria,Redguard,Female,Warrior,50,50,50,,CrimeFactionFalkreath; FalkreathGraveConcoctionsFaction; JobHousecarlFaction; JobLumberjackFaction; JobMerchantFaction; ServicesFalkreathGraveConcoctions; TownFalkreathFaction,Yes,Aggressive,No Crime,,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Bolund,Bolund,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionFalkreath; FalkreathGrayPineGoodsFaction; JobLumberjackFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Solaf,Solaf,Nord,Male,Lumberjack,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathGrayPineGoodsFaction; ServicesFalkreathGrayPineGoods; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Kust,Kust,Nord,Male,Monk,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathHouseofArkayFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Runil,Runil,High Elf,Male,Priest,75,50,70,"Conjuration, Illusion",Conjuration Trainer; CrimeFactionFalkreath; FalkreathHouseofArkayFaction; Favor205QuestGiverFaction; Skill Trainer; TownFalkreathFaction,No,Unaggressive,No Crime,Hall of the Dead,27,24,28,24,35,33,34,36,38,39,41,42,44,46,47,49,51,52
https://en.uesp.net/wiki/Skyrim:Helvard,Helvard,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionFalkreath; FalkreathJarlsLonghouseFaction; Imperial Government; Ruling Government; Sons of Skyrim Government; TownFalkreathFaction,No,Aggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Siddgeir,Siddgeir,Nord,Male,Pawnbroker,75,60,60,"Speech, Two-handed",CrimeFactionFalkreath; FalkreathJarlsLonghouseFaction; Favor110QuestGiverFaction; Favor154QuestGiverFaction; Favor258QuestGiverFaction; Imperial Government; MQ201PartyGuestHappy; NPCs the Player cannot marry; Ruling Government; TownFalkreathFaction; faction for party guests,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Legate_Skulnar,Legate Skulnar,Nord,Male,Soldier,50+(PC-4)×2,50,50+(PC-4)×1.8,"Archery, Block, One-handed, Two-handed",CWDialogueSoldierFaction; CWFieldCOFaction; CWImperialFactionNPC; CWImperialFaction; CWImperialFieldCOVoiceTypeFaction; CrimeFactionImperial; Faction for CW soldiers; Guard Faction,Yes,Aggressive,No Crime,"Jarl's Longhouse, Falkreath Imperial Camp",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Nenya,Nenya,High Elf,Female,Fire/Frost/Shock Mage,75,70,50,"Destruction, Illusion, Restoration",CrimeFactionFalkreath; FalkreathJarlsLonghouseFaction; Imperial Government; Ruling Government; TownFalkreathFaction,Yes,Unaggressive,No Crime,,27,24,28,24,35,33,34,36,38,39,41,42,44,46,47,49,51,52
https://en.uesp.net/wiki/Skyrim:Rayya,Rayya,Redguard,Female,Warrior,205-671,50,80-214,"Heavy Armor, One-handed, Archery, Block",BYOHHousecarlFaction; BYOHHousecarlFalkreathCrimeFaction; CurrentFollowerFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction,No,Aggressive,Any Crime,Jarl's Longhouse,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Lod,Lod,Nord,Male,Blacksmith,77,56,62,"Smithing, Speech, Two-handed",CrimeFactionFalkreath; FalkreathLodsHouseFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesFalkreathBlacksmith; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Imedhnain,Imedhnain,Breton,Male,Food Vendor,50,50,50,,CrimeFactionReach; MarkarthArnleifandSonsFaction; ServicesMarkarthArnleifandSons; TownMarkarthFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Lisbet,Lisbet,Nord,Female,Food Vendor,50,50,50,,CrimeFactionReach; MS02VictimsFaction; MarkarthArnleifandSonsFaction; Prevents filling aliases in WIGreeting; ServicesMarkarthArnleifandSons; TownMarkarthFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Captain_Aquilius,Captain Aquilius,Redguard,Male,Bandit,35-489,25,70-246,"One-handed, Two-handed, Block, Light Armor",,No,Aggressive,No Crime,Calcelmo's Tower,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
