Source,Name,Race,Gender,Class,Health,Magicka,Stamina,Primary Skills,Faction(s),Essential,Aggression,Morality,Location,Smithing,Heavy Armor,Block,Two-Handed,One-Handed,Archery,Light Armor,Sneak,Lockpicking,Pickpocket,Speech,Alchemy,Illusion,Conjuration,Destruction,Restoration,Alteration,Enchanting,text
https://en.uesp.net/wiki/Skyrim:Seren,Seren,Redguard,Female,Blacksmith,95,60,70,"One-handed, Smithing, Block, Speech",CrimeFactionPale; DawnstarRustleifsHouseFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,No,Unaggressive,No Crime,,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15,"Seren: Redguard Blacksmith from Unknown. Skills: One-handed, Smithing, Block, Speech"
https://en.uesp.net/wiki/Skyrim:Silus_Vesuius,Silus Vesuius,Imperial,Male,Destruction Mage,50+(PC-1.3)×6.2,50+(PC-1.3)×5,50,"Destruction, Restoration, Alteration, Sneak",CrimeFactionPale; Prevents filling aliases in WIGreeting; Thieves Guild No Pickpocketing Faction,No,Aggressive,No Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,"Silus Vesuius: Imperial Destruction Mage from Unknown. Skills: Destruction, Restoration, Alteration, Sneak"
https://en.uesp.net/wiki/Skyrim:Captain_Wayfinder,Captain Wayfinder,Nord,Male,Rogue,80,50,65,"One-handed, Two-handed",CrimeFactionPale; ShipsSeaSquallFaction,No,Unaggressive,No Crime,The Sea Squall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Captain Wayfinder: Nord Rogue from The Sea Squall. Skills: One-handed, Two-handed"
https://en.uesp.net/wiki/Skyrim:Guthrum,Guthrum,Nord,Male,Ranger,80,50,65,"Light Armor, Two-handed",CrimeFactionPale; ShipsSeaSquallFaction,No,Unaggressive,No Crime,The Sea Squall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Guthrum: Nord Ranger from The Sea Squall. Skills: Light Armor, Two-handed"
https://en.uesp.net/wiki/Skyrim:Ravam_Verethi,Ravam Verethi,Dark Elf,Male,Rogue,80,50,65,"Destruction, Sneak",CrimeFactionPale; ShipsSeaSquallFaction,No,Unaggressive,No Crime,The Sea Squall,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Ravam Verethi: Dark Elf Rogue from The Sea Squall. Skills: Destruction, Sneak"
https://en.uesp.net/wiki/Skyrim:Bulfrek,Bulfrek,Nord,Male,Citizen,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarWhiteHallFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,No,Unaggressive,No Crime,The White Hall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Bulfrek: Nord Citizen from The White Hall. Skills: Smithing, Two-handed"
https://en.uesp.net/wiki/Skyrim:Frorkmar_Banner-Torn,Frorkmar Banner-Torn,Nord,Male,Soldier,50+(PC-4)×2,50,50+(PC-4)×1.8,"Archery, Block, One-handed, Two-handed",CWDialogueSoldierFaction; CWFieldCOFaction; CWSonsFactionNPC; CWSonsFieldCOVoiceTypeFaction; Faction for CW soldiers; Guard Faction; Sons of Skyrim; Stormcloaks,Yes,Aggressive,No Crime,"The White Hall,, Pale Stormcloak Camp",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Frorkmar Banner-Torn: Nord Soldier from The White Hall,, Pale Stormcloak Camp. Skills: Archery, Block, One-handed, Two-handed"
https://en.uesp.net/wiki/Skyrim:Gregor,Gregor,Nord,Male,Warrior,205-671,50,80-214,"Heavy Armor, One-handed, Archery, Block",BYOHHousecarlFaction; BYOHHousecarlPaleCrimeFaction; CurrentFollowerFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction,No,Aggressive,Any Crime,The White Hall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Gregor: Nord Warrior from The White Hall. Skills: Heavy Armor, One-handed, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Skald,Skald,Elder,Male,Warrior,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",CrimeFactionPale; Favor153QuestGiverFaction; Favor256QuestGiverFaction; JobJarlFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,Yes,Unaggressive,No Crime,,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16,"Skald: Elder Warrior from Unknown. Skills: Heavy Armor, One-handed, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Jod,Jod,Nord,Male,Warrior,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",CrimeFactionPale; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,Yes,Unaggressive,No Crime,The White Hall,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Jod: Nord Warrior from The White Hall. Skills: Heavy Armor, One-handed, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Madena,Madena,Breton,Female,Destruction Mage,167,143,50,"Destruction, Restoration, Alteration, Conjuration, Sneak",CrimeFactionPale; DawnstarWhiteHallFaction; JobMerchantFaction; JobSpellFaction; ServicesDawnstarCourtWizard; TownDawnstarFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15,"Madena: Breton Destruction Mage from Unknown. Skills: Destruction, Restoration, Alteration, Conjuration, Sneak"
https://en.uesp.net/wiki/Skyrim:Abelone,Abelone,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionPale; DawnstarWindpeakInnFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Abelone: Nord Citizen from Windpeak Inn. Skills: Two-handed
https://en.uesp.net/wiki/Skyrim:Alding,Alding,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Aggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Alding: Nord Warrior from Windpeak Inn. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Erandur,Erandur,Dark Elf,Male,Priest,142-508,50,83-377,"Restoration, Speech, Alchemy, Conjuration, Smithing",DA16VaerminaDreamFaction; PotentialFollowerFaction,"Yes, until decision point in Waking Nightmare",Unaggressive,No Crime,"Windpeak Inn,, Nightcaller Temple",26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Erandur: Dark Elf Priest from Windpeak Inn,, Nightcaller Temple. Skills: Restoration, Speech, Alchemy, Conjuration, Smithing"
https://en.uesp.net/wiki/Skyrim:Gjuk,Gjuk,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Aggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Gjuk: Nord Warrior from Windpeak Inn. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Irlof,Irlof,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Aggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Irlof: Nord Warrior from Windpeak Inn. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Karita_(bard),Karita,Nord,Female,Bard,89,72,64,Speech,BardSingerFaction; BardSingerNoAutostart; CrimeFactionPale; DawnstarWindpeakInnFaction; JobBardFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Karita: Nord Bard from Windpeak Inn. Skills: Speech
https://en.uesp.net/wiki/Skyrim:Stig_Salt-Plank,Stig Salt-Plank,Nord,Male,Warrior,50,50,50,,MS10BloodHorkerFaction,No,Unaggressive,No Crime,Windpeak Inn,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Stig Salt-Plank: Nord Warrior from Windpeak Inn. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Thoring,Thoring,Nord,Male,Food Vendor,91,67,67,"Speech, One-handed, Pickpocket, Two-handed",CrimeFactionPale; DawnstarWindpeakInnFaction; JobInnkeeperFaction; JobMerchantFaction; JobRentRoomFaction; Prevents filling aliases in WIGreeting; TownDawnstarFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Thoring: Nord Food Vendor from Unknown. Skills: Speech, One-handed, Pickpocket, Two-handed"
https://en.uesp.net/wiki/Skyrim:Vereth,Vereth,High Elf,Male,Miner,,,,,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,No,Unaggressive,No Crime,Windpeak Inn,27,24,28,24,35,33,34,36,38,39,41,42,44,46,47,49,51,52,Vereth: High Elf Miner from Windpeak Inn. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Borgny,Borgny,Nord,Male,Miner,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Borgny: Nord Miner from Quicksilver Mine. Skills: Smithing, Two-handed"
https://en.uesp.net/wiki/Skyrim:Edith,Edith,Nord,Female,Miner,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Edith: Nord Miner from Quicksilver Mine. Skills: Smithing, Two-handed"
https://en.uesp.net/wiki/Skyrim:Fenrik,Fenrik,Nord,Male,Vigilant,50+(PC-1)×10,50+(PC-1)×1.7,50+(PC-1)×3.3,"Block, Heavy Armor, One-handed, Alteration, Restoration",WIPlayerEnemyFaction,No,Aggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Fenrik: Nord Vigilant from Quicksilver Mine. Skills: Block, Heavy Armor, One-handed, Alteration, Restoration"
https://en.uesp.net/wiki/Skyrim:Harald,Harald,Nord,Male,Miner,91,67,67,,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,No,Indeterminate,Indeterminate,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Harald: Nord Miner from Quicksilver Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Lond,Lond,Nord,Male,Miner,91,67,67,"Smithing, Two-handed",CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,No,Unaggressive,No Crime,Quicksilver Mine,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Lond: Nord Miner from Quicksilver Mine. Skills: Smithing, Two-handed"
https://en.uesp.net/wiki/Skyrim:Indara_Caerellia,Indara Caerellia,Imperial,Female,Warrior,85,50,60,"Heavy Armor, One-handed, Restoration",CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,"Indara Caerellia: Imperial Warrior from Unknown. Skills: Heavy Armor, One-handed, Restoration"
https://en.uesp.net/wiki/Skyrim:Mathies,Mathies,Nord,Male,Farmer,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; FavorJobsGatherWheatFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Mathies: Nord Farmer from Unknown. Skills: Two-handed
https://en.uesp.net/wiki/Skyrim:Arcturus,Arcturus,Imperial,Male,Penitus Oculatus,50-283,50-123,50-124,"One-handed, Destruction, Heavy Armor",DBPenitusOculatusFaction; PenitusOculatusFaction,No,Aggressive,No Crime,Dark Brotherhood Sanctuary,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,"Arcturus: Imperial Penitus Oculatus from Dark Brotherhood Sanctuary. Skills: One-handed, Destruction, Heavy Armor"
https://en.uesp.net/wiki/Skyrim:Arnbjorn,Arnbjorn,Nord,Male,Assassin,150+(PC-1)×8.3,50+(PC-1)×1.7,100+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,Yes,Aggressive,No Crime,Dark Brotherhood Sanctuary,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Arnbjorn: Nord Assassin from Dark Brotherhood Sanctuary. Skills: One-handed, Sneak, Archery, Light Armor"
https://en.uesp.net/wiki/Skyrim:Astrid,Astrid,Nord,Female,Assassin,250+(PC-1)×8.3,50+(PC-1)×1.7,250+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,"Yes, from Sanctuary to Death Incarnate",Aggressive,No Crime,"Abandoned Shack, Dark Brotherhood Sanctuary",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Astrid: Nord Assassin from Abandoned Shack, Dark Brotherhood Sanctuary. Skills: One-handed, Sneak, Archery, Light Armor"
https://en.uesp.net/wiki/Skyrim:Festus_Krex,Festus Krex,Elder,Male,Destruction Mage,100+(PC-1)×8.3,250+(PC-1)×6.7,50,"Destruction, Restoration, Alteration, Sneak",The Dark Brotherhood; FavorExcludedFaction,Yes,Aggressive,No Crime,Dark Brotherhood Sanctuary,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16,"Festus Krex: Elder Destruction Mage from Dark Brotherhood Sanctuary. Skills: Destruction, Restoration, Alteration, Sneak"
https://en.uesp.net/wiki/Skyrim:Gabriella,Gabriella,Dark Elf,Female,Assassin,150+(PC-1)×8.3,75+(PC-1)×1.7,50+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,Yes,Aggressive,No Crime,Dark Brotherhood Sanctuary,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Gabriella: Dark Elf Assassin from Dark Brotherhood Sanctuary. Skills: One-handed, Sneak, Archery, Light Armor"
https://en.uesp.net/wiki/Skyrim:Veezara,Veezara,Argonian,Male,Assassin,350+(PC-1)×8.3,50+(PC-1)×1.7,50+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",The Dark Brotherhood; FavorExcludedFaction,No,Aggressive,No Crime,Dark Brotherhood Sanctuary,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15,"Veezara: Argonian Assassin from Dark Brotherhood Sanctuary. Skills: One-handed, Sneak, Archery, Light Armor"
https://en.uesp.net/wiki/Skyrim:Delacourt,Delacourt,Breton,Male,Rogue,80,50,65,Conjuration,BardSingerFaction; CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; JobBardFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15,Delacourt: Breton Rogue from Unknown. Skills: Conjuration
https://en.uesp.net/wiki/Skyrim:Narri,Narri,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; Server; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Narri: Nord Citizen from Unknown. Skills: Two-handed
https://en.uesp.net/wiki/Skyrim:Valdr,Valdr,Nord,Male,Bandit Archer,50+(PC-1)×11,50,50+(PC-1)×4,"Archery, Light Armor, One-handed, Sneak",CrimeFactionFalkreath; TownFalkreathFaction; dunMossMotherValdrFaction,No,Aggressive,No Crime,Outside of Moss Mother Cavern,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Valdr: Nord Bandit Archer from Outside of Moss Mother Cavern. Skills: Archery, Light Armor, One-handed, Sneak"
https://en.uesp.net/wiki/Skyrim:Valga_Vinicia,Valga Vinicia,Imperial,Female,Food Vendor,75,60,60,Restoration,CrimeFactionFalkreath; Dead Mans Drink; FalkreathDeadMansDrinkFaction; TownFalkreathFaction,No,Unaggressive,No Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,Valga Vinicia: Imperial Food Vendor from Unknown. Skills: Restoration
https://en.uesp.net/wiki/Skyrim:Dengeir_of_Stuhn,Dengeir of Stuhn,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor018QuestGiverFaction; Favor258QuestGiverFaction; NPCs the Player cannot marry; Sons of Skyrim Government; TownFalkreathFaction,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Dengeir of Stuhn: Nord Warrior from Unknown. Skills: One-handed, Two-handed"
https://en.uesp.net/wiki/Skyrim:Tekla,Tekla,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Sons of Skyrim Government; TownFalkreathFaction,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Tekla: Nord Citizen from Unknown. Skills: Two-handed
https://en.uesp.net/wiki/Skyrim:Thadgeir,Thadgeir,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor001QuestGiverFaction; Imperial Government; Sons of Skyrim Government; TownFalkreathFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Thadgeir: Nord Warrior from Unknown. Skills: One-handed, Two-handed"
https://en.uesp.net/wiki/Skyrim:Falkreath_Guard,Falkreath Guard,Nord,Male,Warrior,,,,,CrimeFactionFalkreath; Imperial Legion; NPC faction; Guard Faction; Dialogue Faction for Falkreath Hold Guards; GuardFaction,No,Indeterminate,Indeterminate,Falkreath,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,Falkreath Guard: Nord Warrior from Falkreath. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Sinding,Sinding,Nord,Male,Warrior,50,50,50,,dunBloatedMan_SindingFaction,No,Unaggressive,No Crime,"Falkreath Jail, Bloated Man's Grotto",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Sinding: Nord Warrior from Falkreath Jail, Bloated Man's Grotto. Skills: Unknown"
